title,date,content,verified_product,rating,product
raghvendra rawat,Reviewed in India on 22 December 2021,"Item is not working properly ,hang problem, contact number is not showing.",Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Jitender Singh,Reviewed in India on 12 September 2021,Nice 👍,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vishal,Reviewed in India on 22 December 2021,Very nice mobile vivo y33s light wait fast working nd good battery pickup vivo company is allwayss good product launch,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Shuvo,Reviewed in India on 3 February 2022,Better than redmi...,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
karthik,Reviewed in India on 10 November 2021,Ok,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
josephraj,Reviewed in India on 10 February 2022,Superb product,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Champu,Reviewed in India on 13 December 2021,"Vivo is a good mobile. Also cool to operate, limited and battery service is also very good I like vivo",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sridhar,Reviewed in India on 9 February 2022,Warest phone. I purchased just three months ago. Micro phone no work. new mobile three months k repair vachindi worest phone,Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
prasenjit sinha,Reviewed in India on 13 November 2021,Good 👍,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Pooranchandra Rajput,Reviewed in India on 1 February 2022,Camera quality is not cristal clear. As I expected 😴,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
prabhakar m,Reviewed in India on 18 December 2021,"Don't buy this my old Vivo battery, sound and display is better than this... Wast of money",Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Raju,Reviewed in India on 1 November 2021,Worst mobile don’t buy it it is ver slow and in 10 days mobile is not working and returning policy is closed don’t waste ure money,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gobardhan,Reviewed in India on 22 February 2022,value of the moeny,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Tulasiram Goli,Reviewed in India on 6 February 2022,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Yogesh Sure,Reviewed in India on 12 January 2022,"Quality not satisfactory, slow performance , not satisfactory compare price",Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dongaonkar G.,Reviewed in India on 6 December 2021, Updates are not available like how much data consume by you,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Balaram,Reviewed in India on 9 November 2021,Valu of money nice phone,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
H MANJANNA,Reviewed in India on 28 December 2021,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Veterans konda,Reviewed in India on 10 January 2022,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Naitik Panchal,Reviewed in India on 2 January 2022," I got only mobile, not gamestick...",Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ritesh Satapathy,Reviewed in India on 28 February 2022,Sab thik hai bs iska slow motion maza ni aa rha h.,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
BHAVDIP VAGHASIYA,Reviewed in India on 3 December 2021,Good phone,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
V.R.Nagarajan,Reviewed in India on 1 December 2021,"Not so good, but not so bad. This is an average model phone.",Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rajesh,Reviewed in India on 13 January 2022,Good model with good battery backup and good camera,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Shubham Rathore,Reviewed in India on 9 November 2021,Like it,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Hemant,Reviewed in India on 17 October 2021,Very happy with the phone. No complaints. Excellent performance,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
senthil,Reviewed in India on 16 November 2021,Like phone,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
rahul,Reviewed in India on 13 November 2021,Nice,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
bibha neog,Reviewed in India on 29 December 2021,I ordered the phone with offer. But received without offer and charging the amount with offer.,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ganesh m k,Reviewed in India on 18 November 2021,good product,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gopalakrisnan,Reviewed in India on 25 December 2021,Nice product looks stylish and camera 📷 is nice and battery 🔋 Back up excellent,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Felicia,Reviewed in India on 8 March 2022,Nice,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vemanna,Reviewed in India on 31 January 2022,Worsted product from Vivo and Amazon mobile hanging can't request to exchange also,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Tara chand,Reviewed in India on 7 February 2022,Jostick मोबाईल के साथ आता हे लेकिन मेरे नही आया क्यू नही आया जान सकता हूं,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aasma Khatoon,Reviewed in India on 29 January 2022,This in not value of money also camera is worst,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Veerababu,Reviewed in India on 6 February 2022,,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
ARAVIND,Reviewed in India on 19 November 2021,Good one,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sonali S.,Reviewed in India on 28 September 2021,Very nice mobile,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aliya,Reviewed in India on 1 January 2022,"Best quality of product, camera, fingerprint reader it's worth it ✨😁💜",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Shah imran ahemad abdul karim,Reviewed in India on 11 January 2022,Very nice mobali,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Jahangeer Alam,Reviewed in India on 5 September 2021,Good luck,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
ABDUL KAREEM,Reviewed in India on 4 January 2022,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Lalit Pal Singh,Reviewed in India on 13 November 2021,Awesome mobile with this range,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gajendra,Reviewed in India on 11 January 2022,battery life is good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Anshu Das,Reviewed in India on 26 November 2021,Very nice 👍,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Harveer singh,Reviewed in India on 3 January 2022,Good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Valentina,Reviewed in India on 1 December 2021,good phone,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Harveer singh,Reviewed in India on 13 December 2021,Very good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sundar B,Reviewed in India on 17 January 2022,Phone is very slow and hanging... Unexpected from vivo,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Barun meher,Reviewed in India on 6 December 2021,Ek number pic,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Satyendra Singh,Reviewed in India on 6 February 2022,Good phone but screen not as think,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Anshu Kr Pandey,Reviewed in India on 13 November 2021,Ok,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vinodkumar,Reviewed in India on 16 March 2022,Good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Prasanth S,Reviewed in India on 2 December 2021,Normal usage ok. Camera is not good,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Mehul,Reviewed in India on 19 November 2021,Camera is very low,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Naren naresh,Reviewed in India on 3 January 2022,Worst of buying... Not as much expected,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Pallavi,Reviewed in India on 19 November 2021,Worth of money,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 4 November 2021,Very good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Girish Dange,Reviewed in India on 14 February 2022,,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vijayan,Reviewed in India on 25 November 2021,I month after display block,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Basanagouda.Anand.Holeyachi,Reviewed in India on 28 November 2021,Okk,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
LALIT UPADHYAY,Reviewed in India on 28 December 2021,Battery charging very slow,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
BALIRAM GAVHANE,Reviewed in India on 15 November 2021,No,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Tupakula N.,Reviewed in India on 21 February 2022,Display quality very poor,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 1 January 2022,Resolution quality is low,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Wasim Shaikh,Reviewed in India on 1 December 2021,It's good working,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
PRADEEP Kumar,Reviewed in India on 4 January 2022,Hagigng problem,Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
AMOD KUMAR SHARMA,Reviewed in India on 10 March 2022,Bahut hi khrab set hai,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aman sharma,Reviewed in India on 27 November 2021,Battery life very poor,Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Murugadass K,Reviewed in India on 20 November 2021,Value of money,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vineeta Tomar,Reviewed in India on 13 September 2021,I like this phone. It's Fabulous,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Lalit yadav,Reviewed in India on 5 January 2022,Nice,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
PRAVEEN KUMAR,Reviewed in India on 14 November 2021,Good product,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 12 November 2021,Good product,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Appala Raju,Reviewed in India on 5 December 2021,Bad camara quality.,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Narendra Shahi,Reviewed in India on 29 October 2021,Do not support the PUBG,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Stevan Macwan,Reviewed in India on 16 February 2022,Good phone,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
avi,Reviewed in India on 5 December 2021,Value for money.,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ajit Deshpande,Reviewed in India on 6 December 2021,Good 👍,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Kadavakolluram,Reviewed in India on 2 December 2021,Phone not good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Arif husssain,Reviewed in India on 20 November 2021,Waste of money,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aishwarya Avhad,Reviewed in India on 17 September 2021,Operating System is Best,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Neeraj e,Reviewed in India on 20 January 2022,All is good👍,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rakshit,Reviewed in India on 24 August 2021,Very nice qulaity and nice camera .storage is showing 8 gb ram 128 gb but there is internal extra ram of 4gb so total 12gb which is surprising for me.phone is value for money .I recommend everyone to buy it .,,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
joseph.r,Reviewed in India on 28 September 2021,Valu for money,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Bharat Lakhtariya,Reviewed in India on 9 January 2022,Mind blowing,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
shaik Irfan,Reviewed in India on 15 November 2021,This is like,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Mepal Singh,Reviewed in India on 1 January 2022,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gajendra Behera,Reviewed in India on 18 November 2021,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
rustam ansari,Reviewed in India on 6 December 2021,Nice,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aswinee Kumar Sahoo,Reviewed in India on 9 March 2022,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sharandeep singh,Reviewed in India on 11 January 2022,Awesome,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rohit thakur,Reviewed in India on 12 October 2021,Camera quality is bad,Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dsouza,Reviewed in India on 12 September 2021,"Before purchasing this phone i called vivo customer care, lady told me that this mobile is not coming with google dailer, that's why i purchased this mobile. Now after buying this i am struggling. Vivo customer care cheated me.
And i am facing below issues in my mobile
1. This mobile comes with the Google dailer. Which is the worst dailer, while recording the call other person will hear 'THIS CALL IS BEING RECORDED'. So there is no sense of giving the call recording feature.
2. There is no option to remove the google dailer( which is the default dailer)
3.battery backup is not good, because of the light weight battery drains too fast
4. Camera performance is poor ( not worth for this price range)
5. Audio clearity of voice call is not at all good.
6. There is no default video call option.",,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Javed hussain,Reviewed in India on 20 January 2022,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
M Saravanan,Reviewed in India on 24 December 2021,Good,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
shivam shukla,Reviewed in India on 28 January 2022,Ok,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Nagarajan,Reviewed in India on 18 December 2021,,Verified Purchase,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dipu dutta,Reviewed in India on 1 December 2021,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ranjan Kumar Jha,Reviewed in India on 22 October 2021,,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
