title,date,content,verified_product,rating,product
Daljeet,Reviewed in India on 6 November 2021,"Apple Marketing has done quite a good job month after month to keep people on their toes with their new launches where there is nothing great about this phone. I have been on Android for almost inception of phones and switching to iPhone is just a pain.

1. No guide or help to transfer your critical data(Move to iOS doesnt work at all with high amount of data transfer.
If you want to buy, go to brick and motor shop and get your data transfer then and there.
2. Over hyped phone, nothing great i have found in the phone. May be i will find it better.
3. Total stuck with ecosystem.
4. At 90K they don't provide charger and are selling the same as extra. Total cheap strategy to earn more and promote their magsafe.

I am not a happy customer till now! In a world where we talk about openness and open for integration, apple gives you a kind of black box... Boo to Apple!",Verified Purchase,3,Iphone13
nikhiles raychaudhury,Reviewed in India on 28 September 2021,"The look is retrograde . Feel is cheap. Does not have physical double SIM. The Airtel does not offer eSIM for prepaid connection. Fortunately jio revised an eSIM that got activated in 2hrs’.
There is nothing so spectacular about the camera. The cinematic mode is good.
This is my first exposure to iphone.
Impression : As good as any high end handset. Android is really more user friendly.
Battery life for a new hand set is just good. Sustains 12hrs’ normal mixed use.",Verified Purchase,2,Iphone13
namom,Reviewed in India on 6 March 2022,"Just got this beautiful machine really happy no issues. Battery backup on iphone 13 is so good on a regular usage I'm getting 1 and half day easily. Camera is much improved with some new features. Iphone 13 has better display not a huge difference to notice but it's better.
I like diagonal camera setup on iphone 13(personal choice).
Really happy with this one.",Verified Purchase,5,Iphone13
Raheem Shaik,Reviewed in India on 25 September 2021,"Price is very low than expected. I don't buy cheap phones😜. Waiting for iPhone 20..........
To buy A S A P",,1,Iphone13
Mahesh D,Reviewed in India on 25 September 2021,"Assuming you’re starting with a good foundation, I think the list of what really makes a big difference in phone upgrades is actually short. The first thing on the list is improved battery life. The second is an improved camera.
This Two Factor really matter in our day to day life and regular use
No any other things are improved like a screen and chip performance
Overall Soft Update for 12",,5,Iphone13
Shreejith,Reviewed in India on 25 February 2022,Please don't buy iphone from Amazon as I have received the box with broken seal. You can only replace and there is no option to refund. So guys beware.,Verified Purchase,1,Iphone13
SMS,Reviewed in India on 10 November 2021,"Phone, Email & SMS management extremely unfriendly, primitive and restrictive
Unnecessary animation on each action
Very bad user experience",Verified Purchase,1,Iphone13
Ramki Suvvala,Reviewed in India on 22 December 2021,"Reviewing after 2 months usage.
+ve:
1. Battery
2. Display
3. Camera

-ve:
1. Screen not responding in all the corners, I need to click three or four times
2. Portrait mode pictures , one plus does better than this
3. Phone got Stuck three times
4. When I play PUBG/BGMI fire button takes some time to respond (not sure it’s BGMI issue ) and also with mobile data BGMI not able to handle extreme graphics

Note : these are all my experiences as new iPhone user who used Oneplus7 earlier.",Verified Purchase,3,Iphone13
Sanjay Joshi,Reviewed in India on 1 February 2022,"This is just a brick. Cannot be used for calling or internet access unless you have wifi. This device has serious network issues. My One Plus 9 Pro and Realme 7 shows 100% network bars and internet work fast enought to stream multiple HD videos at the same time (speed test result 45mbps - airtel postpaid). But this apple device shows only 1 bar and sometimes none. You can't do anything other than just looking at phone. I kept 9 pro and iphone 13 at the same place at the same time having airtel postpaid sim card inserted. OnePlus gets full coverage of same network while iPhone gets only 1 bar coverage which cannot be used for anything. When I checked online, found that a lot of people facing same network issue with iPhone 13 series. Seriously, I would not recommend anyone to buy this brick.",Verified Purchase,1,Iphone13
Pranita,Reviewed in India on 23 October 2021,"If you’re moving from iphone 11 or previous gen then it’s the best iPhone ever. From 12 to 13 , you won’t feel any significant changes. I moved from android to ios and I couldn’t be more happier.",Verified Purchase,5,Iphone13
Sanjib chowdhury,Reviewed in India on 10 March 2022,"Play Video
 I m a One+ user... 5t and 7pro.. Now First time iphone family... It's camera is superb...👌👌👌",Verified Purchase,5,Iphone13
Aman bhagat,Reviewed in India on 7 March 2022,"First time I switched from android to ios . Yeah there is some points which I don’t like in ios but in aspect of phone (iPhone 13) I would say it’s fantastic. And battery backup is really gud I have used it for avg. 4hrs screen on time and it show 20% left after 48hrs. Rest camera is perfect. But i was disappointed from seller’s packaging ,pls improve ur packaging it’s iPhone person who spends 80k expect something from you.",Verified Purchase,4,Iphone13
shauvik panda,Reviewed in India on 28 January 2022," It's one point solution for all.
Camera is best in class in every aspect.
Battery is great.
Display is LIT.
Performance is great.
Face id works without a glitch and instant. And Siri knows things 😎.
The IOS is very simple to use and we'll optimised.
The sound quality in both calls and media is next level.
Although price is at higher range depending on the features, I could say it's still a great deal.
But one point , I could never digest or justified apple's move not to include audio jack or power adaptor. It's just that they want people to shell out more just to be in the apple infra.",Verified Purchase,5,Iphone13
Sandeep Singh,Reviewed in India on 14 February 2022,"Have Dent on the edge after checking trying to replace the product but we unable i have try many ways to replace so please don,t buy fom online plateform this expensive phones .",Verified Purchase,1,Iphone13
Vinay Chudnaik,Reviewed in India on 24 February 2022," Highly recommended to buy this phone as I have switched from Android to iOS but still I am feeling very comfortable to use this phone as it is user friendly. Amazon sells original product and keeps you updated about the delivery unlike other marketplaces and also provides great discounts which is amazing, so for the one's planning to buy can go ahead and choose Amazon to buy an iPhone.",Verified Purchase,4,Iphone13
Kindle Customer,Reviewed in India on 20 February 2022,"I switched from Oneplus 5t to iPhone 13. The reasons I switched was 1. Battery life of Oneplus 5t deteriorated rapidly and OnePlus hardly cared to explain this. I also suspected that OnePlus deliberately created a bug that led to sudden drop in battery life. 2. Wanted to get an Android phone but could not find even one decent phone that did not have heating issues. 3. Oneplus device also suffered from Screenburn.

Having switched the battery life is sorted and the phone does not have any heating issues but iPhones lack basic features such as

1. Display of date and time on status bar
2. The rounded edges of the phone create a problem as some apps with options at the bottom of the screen are not properly displayed.
3. Amazon App does not allow purchase if Kindle books on iOS devices.
4. Typing is a problem as the screen is smaller compared to a OnePlus device.

Overall, I am neither too happy nor too sad with the purchase though I must confess that price of the phone seems exorbitant vis a vis the value delivered.",Verified Purchase,3,Iphone13
pradeep goyal,Reviewed in India on 25 September 2021,"Apple making fools of images ridden duffers. Overpriced phone, don't have bsic features like 120 hz display, only 3100 mah battery.",,1,Iphone13
P.V.Manoj kumar,Reviewed in India on 13 January 2022,"Rating 9/10
camera 9
battery 9 pubg 5 hrs smooth+extreme SOT 12hrs
display 9
sound 10
design 9
performance 9
software 10
faceid 10",Verified Purchase,5,Iphone13
JonyKiran,Reviewed in India on 8 February 2022,"This is my first IPhone

Phone looks and feels premium in hand, definitely you cannot compare with Chinese android phones.

Battery is sufficient for normal day to day use, if you use hotspot then it will be drained in 5 hours, I don’t play games so can’t comment.

Security, OS and hardware comprised intact kudos to apple for that, this is where iPhone stands out from other phones.

Volume and camera is amazing and you feel next level if you are switching from Chinese smart phones. Same Dolby and oled display feels premium in iphone.

Didn’t explore much on apple eco system, how ever I understood that you need to spend some extra bugs than usual if you want to be a premium user of apple eco system.

Nothing comes for free here, in fact you would loose the freedom of being an android user (less customisation and no side loaders)

In a good way, if you respect your privacy, security and getting premium services in the market you should choose iPhone.

New users are good to go for iPhone 13 with few extra grands with the current offers, you will get extra features that are missing in 12.

12 users forget about upgrading to 13 it will be a joke for you, it won’t worth it.",Verified Purchase,3,Iphone13
Jagat Krushna,Reviewed in India on 20 March 2022,"Today I got my iphone 13 Starlight and guess what it was just extra mind-blowing than my imagination.. just loved the way of packaging and delivery..
One more thing is that we are confused sometimes because of the negative comments like fake phone, broken, clone phone received... Believe me just ignore those stupid negative comment section , & just go for it without any hesitation . Because Nothing fraud is going to happen with you . It's very secure ,trusty . Go for it",Verified Purchase,5,Iphone13
Sauvik Das,Reviewed in India on 4 May 2022,"I ordered this phone on 3rd may and got delivered on the same day. Its not even 24 hours now but I am facing touch issue on the right middle side of the phone. Having difficulty on sending messages and typing 9 on dialpad. Amazon told me they can only give a replacement if I get a delivery report and service report from iPlanet Care, so I got then and mailed them. Remember they bluntly said there are no refund on this. Now sometime back Amazon said they cant even give me a replacement also and its totally being handled by apple. So I have to go back into iplant care and get my screen replaced.
MORAL OF THE STORY- Don't buy apple products from Amazon or Flipkart, always buy from apple authorized reseller. Even if the price is little high but you get an immediate replacement.",Verified Purchase,1,Iphone13
Harshdeepsinh jadeja,Reviewed in India on 1 April 2022,"Play Video
  The name “iPhone 13” says it all. I used to use iPhone 8 before this after using iPhone 8 it really gives me superb performance and have no complaints to it.The all new colour Green gives an awesome and new look. No regret for upgrading to iPhone 13 ",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 10 February 2022,Gave scratched phone as and screen broken and also denied for return,Verified Purchase,1,Iphone13
NIMESH GOHIL,Reviewed in India on 31 March 2022," FaceID To good , Cameras 📸 Awosome, Battery Life Very Good ..",Verified Purchase,5,Iphone13
Ankit Rawat,Reviewed in India on 23 March 2022,"As a first time iPhone user, I was very confused to buy this iPhone 13 or 12 though price difference is manageable…so after all reviews and conclusion I went for iPhone 13 and now after one month usage I can say I have made very right choice. Works very well for me. Be it camera, battery , display. Everything is just perfect…after all it’s an iPhone. And I am moderate user.. so I don’t play heavy games on this device..hence with normal usage it gives me approx 1.5 days battery back up. Hope it helps to choose the right phone for you :-)",Verified Purchase,5,Iphone13
Bharath Kumar SN,Reviewed in India on 27 January 2022,"What can I say, absolutely I am enjoying iOS experience, and battery life amazing, Best Buy, only thing I missing fingerprint scanner. It’s very irritating each time you have to enter the password. Due to covid we all wear the mask. Otherwise best buy",Verified Purchase,5,Iphone13
Anil Sharma,Reviewed in India on 20 March 2022,"tl;dr:
If you can spend more money and want a better camera go with Pro or ProMax
If you like the Apple EcoSystem you can get this else stick to Android

Pros :
1. Good Display / Brightness (Supports Dark mode and You can control White Tone which is nice). It has 60Hz refresh rate but you won't feel the difference imho
2. Good Battery Life (iPhone 13 Series has good battery life but ensure you have a supported charger) I use my MacBook's charger which charges the phone pretty quickly.
3. Best Privacy Control
4. Camera in Portrait Mode and Selfie Camera (LiveText Detection is a nice feature)
5. Fast Processor / RAM management is good
6. Great Resale value / Apple Support

Cons:

1. Screen size (6.1"" which is less in this price segment)
2. Optical Zoom in 13 is not great (If you want a camera phone go with Pro or Pro Max or Android alternative)
3. Third Party App Size is Huge (Gmail is 300MB / YouTube 250 MB). No native app lock option
4. Very Less OS customizations / No Fingerprint Scanner (hopeful this gets better with iOS 16)
5. No Native Support for mkv and other video formats (you can download a third party though)
6. Native iOS Apps either require a subscription or are paid.
7. File Management is restricted / Not easy to download *multiple* files from Telegram / Drive",Verified Purchase,3,Iphone13
Om Prakash Sahu,Reviewed in India on 1 May 2022,"A fabulous phone with the perfect size.

A smartphone have mostly 5 major categories in which it shows up its real value.
Cameras, Processor, Battery, Display and durability.

Cameras - 4/5 These are one of the best if not the best camera in a mobile device till Now!(except zoom)

Processor - 10/5
it’s A15 Bionic (Name is enough)
Snapdragon will take 2 years to even come close this powerhouse beast.

Battery life - 5/5. On my usage my iPhone yielded 9 - 10 hrs screen on time.
(Remember it’s not the highest mah cell it’s super efficient)

Display - 3/5 absolutely a shameful and greedy act by Apple in terms of display department it’s 2022 and in this year even 10k phones provide 120hz display and here comes Apple saving the 120hz displays for the pro models only.
(Note it’s probably the smoothest and the best 60hz panel)

Durability - 5/5 can easily last 3 years without any problem and after that just change the battery and it’s good for 3 more years + the resell value of iPhone’s are also best.

There are other minor factors like the Apple ecosystem, the Build Quality, the service, the secured ui, and a lot lot more.

A very happy owner.",Verified Purchase,5,Iphone13
Monty Kaushal,Reviewed in India on 28 February 2022,"Initially i was worried about this costly phone to order online but then i look up the reviews and then i just ordered this phone.
Today morning i received my phone. And then i was happy to get this genuine phone delivered by the seller. I am totally happy with the purchase and i can now recommend this phone to anyone who wants to buy this online by applying the offers you are get.",Verified Purchase,5,Iphone13
ALTAF KHAN,Reviewed in India on 2 May 2022," Display flickering at the time of ringtone change and when playing songs with full volume dear friends Amazon replacement policy of Apple products are very verst they simply provide you Apple service centre adress i complain Amazon to replace after couple of hours after receiving of delivery but they are not ready to do so, so please don't go Apple products with Amazon.",Verified Purchase,1,Iphone13
Dinesh,Reviewed in India on 18 December 2021,no words,Verified Purchase,1,Iphone13
suresh chand,Reviewed in India on 14 March 2022,i think i got duplicate mobile,Verified Purchase,1,Iphone13
sourab,Reviewed in India on 6 January 2022,"Headset of my iPhone is not working
What can i do",Verified Purchase,1,Iphone13
Amazon Customer,Reviewed in India on 24 May 2022,"Purchased this phone (128 GB version) from Amazon with exchange of one plus 2. With citibank credit card discount, exchange offer, I got it at 67K. Got delviered within 24 hours from Amazon and received original phone. Immeidately checked serail number in Apple website and warranty is geniuine and got it for 1 year.

1) Phone will be avaialable with only cable. No adapter.
2) Purchased adaptor at Rs.1899 from Amazon. That is also genuine product.
3) After using 24 hours, my charge reduced from 100% to 42 %. Good battery.
4) Apps will donwload superfast.
5) At the time switching on Iphone will ask for data back up. Please chooose Andriod to Iphone backup and you have to dowload one app in oyur old andriod phone. Iphone display code whcih has to be entered in the app in andriod phone. All contacts, sms, googe drive will automatically transferred to iphone. So easy !
6) So far it is good going. Learnig lot...will post you after using few weeks",Verified Purchase,5,Iphone13
Aditya,Reviewed in India on 11 March 2022,Wait for the price to drop below 60k is the best value for this phone,Verified Purchase,5,Iphone13
MichealG,Reviewed in India on 11 March 2022,"Though we talk a lot about high price for iPhones, this is worth the amount. Smooth touch, perfect to hold in hand. For the screen size of 6.1"", it looks small overall. I could have gone for pro max but more than 1.5L budget is way too much for me :-)

* Good battery back-up (With low battery mode always on, 5 hours of talk-time, around 2 hours of twitter and 2 hours of whatsapp usage, 1 hour of songs listening, 1 hour of rummy/candy crush games and notification of all these items, the battery comes for more than 24 hours for me)

* Getting charged quickly from 20% to 100% within 2 hours

* Perfect camera and I love that 'Live' photo option

* Body design is awesome. When I held it in my hand for the first time, felt really happy about the design and the size of the iPhone 13.",Verified Purchase,5,Iphone13
Harshit Singh,Reviewed in India on 6 December 2021,"The phone is simply great, however costs much higher than the competition so not at all a value for money in india ,
Camera - simply one of the best i have ever used in a phone
Os - buttery smooth
Battery - best in class as compared to previous iphones
Display- one of the best display , but not a 60hz, you won’t notice the difference untill you get a iphone 13 pro for a whole day, however ios manage 60hz smoothly
Security - the main reason i choose ios over anyother android, and yes its great and gives a peace of mind that my data is secured with ios.
I also now enjoy my ipad more than before due to the eco system apple provided .

Overall a great phone but a bit expensive to the functionality it offers , but would recommend iphone12 if you are looking for a great value for money. Not a great difference but that phone cost 30k less than iphone 13 on sales which is way better deal than this one.",Verified Purchase,4,Iphone13
ASHISH,Reviewed in India on 3 February 2022,Thanks a lot Amazon for the early delivery. Thanks to Appario also. Received a genuine iPhone 13 256 GB and it was verified by Apple remote diagnostics. The phone is really awesome.. Camera is more than my expectation and music is unbelievable. Battery is easily giving me 1.5 days of backup.. Amazing experience. Loving it....,Verified Purchase,5,Iphone13
kshitijagr,Reviewed in India on 19 December 2021,"Best camera, best battery life, fast performance. The size can also be a plus for people who prefer compact phones but still want the best specs.",Verified Purchase,5,Iphone13
Manpreet Kaur,Reviewed in India on 31 March 2022,I bought this phone Bcoz I have lot of money to showoff.,Verified Purchase,1,Iphone13
Rajan Kumar Singh,Reviewed in India on 12 April 2022,"Thought that at least I phone won’t hang but it’s been only 1 month I bought it and it started hanging already and it’s been 3rd time in a month. Wasn’t able to access any app not even able to move between the screens. Ultimately I had to shut down my phone and restart it again. Then what difference iPhone made when compared to an android phone. Really pathetic, annoying and disgusting to experience this kind of things from an IPhone. Sheer waste of money and obviously not value for money. Would not recommend to anyone to buy such a bad product and waste their hard earned money",Verified Purchase,1,Iphone13
Amit Kulhari,Reviewed in India on 20 May 2022,"A good phone for which you might need to sell your kidney. Battery life is decent, user interface is same as of Android, camera quality is decent but if I am going to spend 70k on a phone for camera, I better spend it on a DSLR. Speakers are amazing and so is the display. Connectivity is superb and it is rough and tough but again with the Android user interface I think it is expensive. I can provide you contact if you want to sell you kidney in black, as I sold mine to buy this. 🤣",Verified Purchase,4,Iphone13
rajit,Reviewed in India on 6 February 2022,Battery toh la jvab. Ik hi dil hai Tim bhai kitni baar jito gye.,Verified Purchase,5,Iphone13
Mr Jatin guru,Reviewed in India on 15 February 2022,,Verified Purchase,5,Iphone13
Pragyansh P,Reviewed in India on 3 April 2022,"Writing this review after a week usage.
I went for the iPhone 13 Green Variant which got recently released. I must confess that this Phone is totally worth every penny. Quality & Smooth interface, Impressive Battery life with moderate/heavy use, Bright Bezel HD Display, fanstastic speakers with Clear sound quality, and The Apple OS make this Phone a real asset to possess. I am quite happy and satisfied with my iPhone 13.",Verified Purchase,5,Iphone13
Shubhankar Deb,Reviewed in India on 26 February 2022,"Performance are really brilliant 🤩 , and have to say about the battery life… excellence",Verified Purchase,5,Iphone13
Manoj Kumar,Reviewed in India on 13 March 2022, This is a great mobile knock knock Apple ka to Naam Hi Kaafi Hai The great photo and video quality specially for slow motion video,Verified Purchase,5,Iphone13
Kishpalap,Reviewed in India on 28 April 2022,"Using I phone 13 for past few days.
My honest review
Pros:
Battery back up is good and improved.you could get easily for a compete day with moderate usage
Screen quality is good and comparable to Super AMOLED display.
Cons:
Screen refresh rate is very low may be @ 60 hz which will strain your eye while scrolling on the web pages and apps which is not good from the price point.
Even basic android mobiles will give this and this is not at all acceptable for an iPhone which is major con.
Charger is not given in the box and need to be purchased additionally which is also not good at this price point.
At least Charger and branded ear pieces have to be given along with box pack.Apple has to improve in these areas.",Verified Purchase,4,Iphone13
Vikas,Reviewed in India on 22 January 2022,"Camera is excellent and pictures are sharp,clear,natural. Slightly overpriced but you won’t regret in long term.",Verified Purchase,5,Iphone13
Chandra Prakash,Reviewed in India on 6 May 2022,"As i am a old apple user , i hv suggested my sister to buy this . Cuz it costing me 67k and it performs like butter 👌 camera was good , smooth and clean UI 😍 battery is also pretty good performing . Premium feels in hands . But one thing its heating while opening camera at the back like my 7 plus is that everyone facing who are using apple phones or i am the one ! ?",Verified Purchase,4,Iphone13
aambuj,Reviewed in India on 21 April 2022,"Gets all smartphone fundamentals right, jack of all trades, master of performance and battery life. I have been a 4 year OnePlus flagship user, and I can say that there is absolutely no comparison. The software in iPhone works very well with the hardware. And it pairs up with my laptop like nothing I ever seen. I can copy on my phone and paste on my laptop and vice versa. I can pick up call on my laptop instead of phone while I am working. Can transfer files/images directly to my laptop from phone and vice versa without any loss in quality. I am still exploring the benefits but so far now, it has been incredible.",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 2 March 2022,"Camera 10/10
Display 10/10
Battery 10/10
No connectivity issue as I have faced in one plus nord 2 and Samsung a52s 5g
All-rounder phone I have never seen recommended to everyone but expensive",Verified Purchase,5,Iphone13
Vignesh,Reviewed in India on 5 May 2022,"Moving from Android to iPhone. Great experience altogether, camera quality is superb,iOS is really smooth, faceid works really fast, battery(I’m a normal user from morning to midnight, 1charge per day is fine for me and charging time is fine)and I guess will not move back to android!! Phone weight is on the higher side comparing my previous phone.
Since this is an online order, Make sure to check the Serial number in Apple website to confirm if you received is original iPhone(check YouTube).",Verified Purchase,5,Iphone13
Noel,Reviewed in India on 13 May 2022,"Let's start with the negative feedback here on Amazon. Some people are really derogatory with their reviews with respect to the phone, Ignore it!
If you are interested in the iPhone then you know what you are getting into.
It has its share of cons, one being that Whatsapp chat transfer from Android to iOS is not available at the moment, partly blame meta for the way they handle our data.
Keeping that aside, you're paying for a phone that will last you more years if taken care of well, the camera may not be the best in the market but does amazingly good across all modes, be it portrait or night mode or videos, btw the cinematic mode is Kickass!!
You are paying for security, the Ecosystem is really an underrated feature, the hardware is directly tied with how the OS works and the A15 is a powerful chip. The phone lasts a day.
Yes, there is no charger in the box and I wish the connector was type-c.
Hopefully, this helps. Will update the review with pictures soon.",Verified Purchase,4,Iphone13
V,Reviewed in India on 12 April 2022,"Switched over from Android because of how much time got wasted on it, both in choosing which phone to buy and after buying a phone. And now, things work when I want. It might not be 100% personalised, but it gets the job done. But, some basic features like a good telephoto camera and hassle free sharing are missing because that's how Apple became the richest company: forcing it's customers to buy more of it's products.
Still, if you're a working professional who appreciates a phone that does everything that a phone should do, and does it well, you can buy one of these.",Verified Purchase,4,Iphone13
Vimal Kumar Stanislas,Reviewed in India on 1 May 2022,"I had iphone 11 before this i was wanting aswell as waiting for an update but was not sure will it b worthy for an update.

**Display
**Battery
Camera
Performance
Everything was worth the upgrade.

I had few doubts running in mind after reading the negative reviews but trusted my inner guts as I have already purchased from Appario seller.
The seller Appario was right on the money.

Amazon delivery was spot on.

You guys surely can go for it if u want an worthy upgrade.",Verified Purchase,5,Iphone13
Anil kumar,Reviewed in India on 15 May 2022,"I didn't expected this, within 3 days of purchase the iPhone is getting heating issues on the left side of the phone, and when i asked for amazon tp help me with this they told me they can't help me with this as apple products can be only replaced within the apple policy, (phone heat hoke phat jaeyga tab badlenge ye) a returning and refundable option is there only for a trap, ypu purchase it with a thing on ypur mind that amazon will replace or return it, but they clearly defined even asked me get a certificate from apple care. I literally don't want ypu anyone to purchase iPhone from this website. Never ever",Verified Purchase,1,Iphone13
Abijith,Reviewed in India on 8 May 2022,"What are the main things that you want in a phone
1: Processor A15 bionic fastest chipset for a mobile phone till date
2: Display Super Retina display looks just awesome and the notch becomes almost invisible while you are viewing content with black background. Supports Uhd in prime video. Also supports Dolby vision.
3: Speakers supports Dolby atmos. It is loud and clear.
4: Battery the best battery ever in an iPhone it lasts easily for over a day of heavy usage with almost 7hrs of screen on time.
5: Cameras as usual top notch from apple but missing telephoto lens when you try to Zoom and take pictures.
6: Protection comes with ceramic shield at the front the strongest phone display till date.
It is the best value for money smartphone from apple. There are very few things missing like the telephoto lens for which you need to upgrade to 13 pro.
overall review a beast which covers all the areas perfectly.
Just buy it if you can afford it and the pricing nowadays is around 70k which makes this a great package.",Verified Purchase,5,Iphone13
Kavishu Goyal,Reviewed in India on 28 February 2022,"I was not sure whether to buy from Amazon or not as I was more willing to buy it directly from Apple online store. But because of 11k discount, I ordered it from Amazon and the product received is good and I have verified the warranty on Apple website using serial number.",Verified Purchase,4,Iphone13
Neo,Reviewed in India on 29 November 2021, Good experience,Verified Purchase,5,Iphone13
Souradip Dutta,Reviewed in India on 17 May 2022,"It is an amazing phone, the entire experience is buttery smooth although the battery is a slightly let down but cannot complain much as it has come a long way since the older iphones, it manages to give a day’s battery life with 6-7 hours screen time which is decent (depending upon how you wanna use your phone, i use mine primarily for work, emailing, googling, watching videos and all). The camera is actually great especially the video quality is wow, this is my switch from android to ios for the first time, although there are a few restrictions in terms of customisation and all but otherwise the phone is great, total value for money (got it for 62k)",Verified Purchase,5,Iphone13
Harisha Kumar K,Reviewed in India on 17 May 2022,"This is the second time I am buying an iPhone from Amazon. Received the phone in good condition. Used for half an hour and the phone downloaded 15.4.1 update and started rebooting. But it never rebooted instead stuck in boot loop. I contacted Amazon they suggested to visit apple service Center. Apple products don’t come with replacement, if anything goes bad you have to visit apple care. I visited apple care which is at 70km from my place and they took my phone for service. After three days they provided a new iPhone with replacement letter containing old to new serial no and imei no. So everything ended happily. If your place is very far from apple care then you will be in trouble in such situations.",Verified Purchase,4,Iphone13
A venkateswararao,Reviewed in India on 12 February 2022,Fabulous. Especially 4K HDR video recording and photography.,Verified Purchase,5,Iphone13
Yugandhar Salvi,Reviewed in India on 4 March 2022,"Regarding the phone. Amazon delivered it the same day, verified and it was a genuine product, been using it for 4 days now. The battery life was my main concern and in this phone it’s s impressive, we can easily get through the day with some percent left. A full charge takes around 1 and half hour. Performance and Camera is reliable and consistent. Had to learn gesture’s as I have migrated from Android Oreo to iOS 15. Thus, I am Happy with the purchase.",Verified Purchase,5,Iphone13
Akash Krishnan,Reviewed in India on 9 May 2022,"Camera quality is like 15k phones , fake pics just using a15 bionic chips deep fusion technology to improve picture quality ... Over noice reduction , over sharpening , overexposed pics. You can only take good pictures in daylight ... Display color feels like I'm using ips display 🥲",Verified Purchase,1,Iphone13
Dev Gupta,Reviewed in India on 18 May 2022,"This is a good device, albeit a boring one! The battery life is good, but the screen refresh rate could have been better. The camera is good, but the screen itself could have been better.
IOS also needs to be a little less rigid as compared to Android.
But then overall, it is a good device that can be a very useful daily driver.",Verified Purchase,4,Iphone13
nikita,Reviewed in India on 7 March 2022,,Verified Purchase,5,Iphone13
